ground_truth_organizational_structure,prediction_organizational_structure,rounded_prediction_organizational_structure,ground_truth_coherence,prediction_coherence,rounded_prediction_coherence,ground_truth_essay_length,prediction_essay_length,rounded_prediction_essay_length,ground_truth_grammatical_accuracy,prediction_grammatical_accuracy,rounded_prediction_grammatical_accuracy,ground_truth_grammatical_diversity,prediction_grammatical_diversity,rounded_prediction_grammatical_diversity,ground_truth_lexical_accuracy,prediction_lexical_accuracy,rounded_prediction_lexical_accuracy,ground_truth_lexical_diversity,prediction_lexical_diversity,rounded_prediction_lexical_diversity,ground_truth_punctuation_accuracy,prediction_punctuation_accuracy,rounded_prediction_punctuation_accuracy,ground_truth_argument_clarity,prediction_argument_clarity,rounded_prediction_argument_clarity,ground_truth_justifying_persuasiveness,prediction_justifying_persuasiveness,rounded_prediction_justifying_persuasiveness
3.0,3.4296875,3.5,3.5,3.6230469,3.5,4.0,3.9316406,4.0,3.0,3.2910156,3.5,3.0,3.4550781,3.5,3.0,3.5097656,3.5,3.0,3.2246094,3.0,3.5,3.6347656,3.5,4.0,3.6640625,3.5,3.0,3.4160156,3.5
3.0,3.8339844,4.0,4.0,3.9160156,4.0,4.0,4.359375,4.5,3.0,3.5566406,3.5,3.0,3.7597656,4.0,3.0,3.8007812,4.0,3.0,3.3886719,3.5,3.5,3.8632812,4.0,4.0,3.9296875,4.0,3.0,3.5996094,3.5
4.0,4.2382812,4.0,3.5,4.3320312,4.5,4.0,4.7773438,5.0,4.0,4.1601562,4.0,3.5,4.3671875,4.5,3.5,4.3789062,4.5,3.5,3.8691406,4.0,4.0,4.3085938,4.5,3.5,4.109375,4.0,3.0,4.03125,4.0
3.0,2.8964844,3.0,3.0,2.9257812,3.0,2.5,3.3554688,3.5,1.5,2.4394531,2.5,2.5,2.6523438,2.5,2.5,2.7167969,2.5,2.0,2.5273438,2.5,2.5,2.734375,2.5,3.5,3.3125,3.5,2.5,2.84375,3.0
2.5,2.7617188,3.0,3.0,2.9433594,3.0,2.5,3.1601562,3.0,2.5,2.609375,2.5,3.0,2.9707031,3.0,3.0,3.0078125,3.0,2.0,2.6152344,2.5,2.5,2.8652344,3.0,3.5,3.2382812,3.0,2.5,2.8945312,3.0
2.0,2.7050781,2.5,3.0,3.0976562,3.0,2.0,3.2753906,3.5,2.5,2.828125,3.0,3.0,3.2460938,3.0,3.0,3.2519531,3.5,2.5,2.7578125,3.0,3.5,3.2949219,3.5,2.5,3.0585938,3.0,3.0,2.9335938,3.0
3.0,2.8984375,3.0,2.5,2.9335938,3.0,3.0,3.4648438,3.5,3.0,2.4960938,2.5,3.0,2.7695312,3.0,3.0,2.8085938,3.0,2.0,2.6054688,2.5,2.5,2.8964844,3.0,2.5,3.2753906,3.5,2.5,2.8730469,3.0
3.0,3.4277344,3.5,3.5,3.5117188,3.5,4.0,4.0234375,4.0,3.0,3.1367188,3.0,3.0,3.359375,3.5,3.0,3.4277344,3.5,2.5,3.1425781,3.0,3.0,3.4960938,3.5,3.5,3.8242188,4.0,2.5,3.3769531,3.5
4.0,4.4765625,4.5,5.0,4.5898438,4.5,3.5,5.0195312,5.0,4.0,4.5585938,4.5,5.0,4.84375,5.0,5.0,4.8828125,5.0,4.0,4.2421875,4.0,4.0,4.5976562,4.5,3.0,4.0625,4.0,4.0,4.34375,4.5
4.5,4.3789062,4.5,4.0,4.4804688,4.5,4.0,5.0039062,5.0,4.0,4.5390625,4.5,4.0,4.8007812,5.0,4.0,4.8515625,5.0,4.0,4.2070312,4.0,4.0,4.6210938,4.5,4.0,4.0507812,4.0,4.0,4.2578125,4.5
5.0,4.546875,4.5,5.0,4.6054688,4.5,5.0,5.1289062,5.0,4.5,4.7265625,4.5,5.0,4.9414062,5.0,5.0,5.0039062,5.0,5.0,4.2617188,4.5,4.5,4.640625,4.5,5.0,4.1367188,4.0,4.5,4.3085938,4.5
4.0,4.1015625,4.0,4.0,4.1875,4.0,4.0,4.7226562,4.5,3.0,3.953125,4.0,4.0,4.15625,4.0,4.0,4.1679688,4.0,3.0,3.7519531,4.0,3.5,4.078125,4.0,4.0,4.0703125,4.0,3.5,3.9160156,4.0
3.5,3.3300781,3.5,3.5,3.3984375,3.5,3.5,3.953125,4.0,2.5,2.8398438,3.0,3.0,3.1074219,3.0,3.0,3.1464844,3.0,3.0,2.9589844,3.0,3.5,3.2714844,3.5,3.5,3.6933594,3.5,3.0,3.2636719,3.5
4.0,4.0546875,4.0,3.0,4.0859375,4.0,4.0,4.6992188,4.5,4.0,3.8320312,4.0,4.0,4.1679688,4.0,4.0,4.1171875,4.0,3.0,3.5800781,3.5,4.0,4.1015625,4.0,3.5,4.0546875,4.0,4.0,3.8574219,4.0
3.5,3.4140625,3.5,4.0,3.5273438,3.5,3.5,3.84375,4.0,3.0,3.1035156,3.0,3.0,3.3066406,3.5,3.0,3.2753906,3.5,3.0,3.0976562,3.0,4.0,3.4882812,3.5,3.5,3.5136719,3.5,3.0,3.3027344,3.5
3.0,3.2695312,3.5,3.0,3.5234375,3.5,3.5,3.828125,4.0,3.0,3.1953125,3.0,3.0,3.4355469,3.5,3.0,3.4453125,3.5,3.0,3.0859375,3.0,2.5,3.3945312,3.5,3.0,3.5625,3.5,3.0,3.2949219,3.5
4.0,3.7792969,4.0,3.5,3.7636719,4.0,4.0,4.3710938,4.5,3.5,3.421875,3.5,3.0,3.5683594,3.5,3.0,3.5917969,3.5,3.5,3.3398438,3.5,3.5,3.5683594,3.5,3.5,4.0078125,4.0,4.0,3.6503906,3.5
3.5,4.1171875,4.0,4.0,4.234375,4.0,4.0,4.734375,4.5,4.0,3.9804688,4.0,4.0,4.203125,4.0,4.0,4.25,4.0,3.5,3.734375,3.5,4.0,4.1132812,4.0,3.5,4.1367188,4.0,3.0,3.9804688,4.0
4.0,4.390625,4.5,5.0,4.5234375,4.5,5.0,5.0742188,5.0,5.0,4.5,4.5,4.0,4.6640625,4.5,4.0,4.6796875,4.5,4.0,4.0546875,4.0,4.5,4.5273438,4.5,3.5,4.1757812,4.0,3.5,4.203125,4.0
3.0,3.2382812,3.0,3.0,3.2636719,3.5,3.0,3.7011719,3.5,3.0,2.8378906,3.0,3.0,3.0175781,3.0,3.0,3.0507812,3.0,3.0,2.8378906,3.0,2.5,3.078125,3.0,3.5,3.5996094,3.5,3.0,3.1074219,3.0
3.0,3.1640625,3.0,3.0,3.25,3.0,3.0,3.6503906,3.5,2.5,2.7734375,3.0,3.0,2.9863281,3.0,3.0,2.9667969,3.0,3.0,2.8085938,3.0,4.0,3.1386719,3.0,3.5,3.5351562,3.5,2.5,3.1191406,3.0
3.0,3.1542969,3.0,3.0,3.21875,3.0,2.0,3.640625,3.5,3.0,2.7695312,3.0,3.0,2.9824219,3.0,3.0,2.9921875,3.0,3.0,2.8789062,3.0,3.5,3.1132812,3.0,4.0,3.4824219,3.5,3.0,3.1191406,3.0
3.5,3.4511719,3.5,4.0,3.5605469,3.5,3.5,3.6699219,3.5,3.0,2.9804688,3.0,3.0,3.0234375,3.0,3.0,3.0644531,3.0,3.0,2.9472656,3.0,3.5,3.2285156,3.0,3.5,3.5703125,3.5,3.0,3.1464844,3.0
3.0,2.9101562,3.0,3.0,2.9511719,3.0,3.0,3.3828125,3.5,2.0,2.546875,2.5,2.0,2.796875,3.0,2.0,2.828125,3.0,2.0,2.6152344,2.5,3.5,2.8671875,3.0,3.0,3.2695312,3.5,3.0,2.890625,3.0
4.0,4.171875,4.0,4.0,4.3125,4.5,4.5,4.703125,4.5,4.0,4.0859375,4.0,4.0,4.265625,4.5,4.0,4.2460938,4.0,4.0,3.8359375,4.0,4.0,4.2109375,4.0,3.5,4.0039062,4.0,3.5,3.9003906,4.0
4.0,4.515625,4.5,4.0,4.5039062,4.5,4.5,4.9570312,5.0,3.5,4.3789062,4.5,4.0,4.5898438,4.5,4.0,4.6796875,4.5,4.0,4.0664062,4.0,4.0,4.4414062,4.5,3.5,4.0898438,4.0,4.0,4.171875,4.0
3.5,3.3789062,3.5,3.5,3.5351562,3.5,3.0,3.8417969,4.0,3.0,3.3808594,3.5,3.0,3.578125,3.5,3.0,3.5371094,3.5,3.0,3.1796875,3.0,4.0,3.5820312,3.5,3.5,3.5214844,3.5,3.0,3.2285156,3.0
4.0,4.3359375,4.5,4.0,4.3085938,4.5,4.0,4.7695312,5.0,4.0,4.1953125,4.0,4.0,4.3085938,4.5,4.0,4.296875,4.5,4.5,3.890625,4.0,4.0,4.2460938,4.0,4.5,3.9863281,4.0,4.0,3.9960938,4.0
4.0,4.0664062,4.0,4.0,4.1367188,4.0,4.0,4.5273438,4.5,3.0,3.8867188,4.0,3.0,4.0742188,4.0,3.0,4.0546875,4.0,3.0,3.6699219,3.5,3.5,4.0273438,4.0,4.0,4.0117188,4.0,4.0,3.8046875,4.0
4.0,4.2929688,4.5,4.0,4.3085938,4.5,4.0,4.78125,5.0,3.5,4.1875,4.0,3.5,4.2929688,4.5,3.5,4.3515625,4.5,4.0,3.8457031,4.0,3.5,4.296875,4.5,3.5,4.0742188,4.0,4.0,3.9238281,4.0
3.0,3.7011719,3.5,4.0,3.7050781,3.5,4.5,4.2226562,4.0,3.0,3.2890625,3.5,3.0,3.4257812,3.5,3.0,3.484375,3.5,3.0,3.1953125,3.0,3.0,3.53125,3.5,3.5,3.9238281,4.0,3.0,3.5,3.5
3.0,3.046875,3.0,3.0,2.9785156,3.0,3.0,3.5039062,3.5,2.0,2.5117188,2.5,3.0,2.7011719,2.5,3.0,2.7382812,2.5,3.0,2.7050781,2.5,3.0,2.7597656,3.0,2.0,3.3730469,3.5,3.0,2.9804688,3.0
5.0,4.4960938,4.5,4.0,4.4804688,4.5,4.0,5.0625,5.0,4.0,4.4765625,4.5,4.5,4.6875,4.5,4.5,4.7226562,4.5,4.0,4.0703125,4.0,4.5,4.515625,4.5,4.0,4.1953125,4.0,4.0,4.1523438,4.0
4.0,4.3242188,4.5,4.0,4.2773438,4.5,4.0,4.7578125,5.0,4.0,4.078125,4.0,4.0,4.1757812,4.0,4.0,4.2929688,4.5,3.0,3.7851562,4.0,4.0,4.2070312,4.0,3.5,4.1367188,4.0,3.0,3.8671875,4.0
3.5,3.5253906,3.5,3.5,3.5449219,3.5,3.5,3.8984375,4.0,3.0,3.1113281,3.0,2.5,3.2597656,3.5,2.5,3.3066406,3.5,2.5,3.0605469,3.0,3.0,3.390625,3.5,3.0,3.6679688,3.5,3.0,3.2910156,3.5
4.0,4.078125,4.0,4.0,4.03125,4.0,4.5,4.4648438,4.5,4.0,3.9023438,4.0,4.0,4.0976562,4.0,4.0,4.1328125,4.0,3.0,3.640625,3.5,4.0,4.0273438,4.0,3.0,3.9492188,4.0,3.0,3.6464844,3.5
4.5,4.4921875,4.5,4.5,4.5390625,4.5,4.0,5.0195312,5.0,5.0,4.6601562,4.5,5.0,4.828125,5.0,5.0,4.8515625,5.0,4.5,4.1835938,4.0,5.0,4.5703125,4.5,3.5,4.0078125,4.0,3.5,4.1484375,4.0
3.5,3.7773438,4.0,3.0,3.765625,4.0,3.5,4.0507812,4.0,3.5,3.3007812,3.5,3.0,3.3613281,3.5,3.0,3.4960938,3.5,3.0,3.1757812,3.0,3.0,3.5585938,3.5,4.0,3.8339844,4.0,3.0,3.3652344,3.5
4.5,4.6171875,4.5,4.0,4.5507812,4.5,5.0,5.0,5.0,4.0,4.6210938,4.5,4.0,4.6992188,4.5,4.0,4.7929688,5.0,4.0,4.171875,4.0,4.0,4.546875,4.5,4.0,4.015625,4.0,4.0,4.1953125,4.0
3.0,3.328125,3.5,2.5,3.3085938,3.5,3.0,3.75,4.0,3.0,2.8378906,3.0,3.0,3.0195312,3.0,3.0,3.078125,3.0,2.5,2.8535156,3.0,2.0,3.0644531,3.0,4.0,3.5429688,3.5,3.5,3.1660156,3.0
2.5,3.0175781,3.0,3.0,3.0976562,3.0,3.0,3.375,3.5,3.0,2.6933594,2.5,2.0,2.8847656,3.0,2.0,2.9375,3.0,3.0,2.7304688,2.5,2.5,2.8496094,3.0,2.5,3.171875,3.0,3.0,2.8925781,3.0
3.0,3.21875,3.0,3.5,3.2871094,3.5,3.5,3.6953125,3.5,2.5,2.8125,3.0,3.0,3.0351562,3.0,3.0,3.078125,3.0,2.5,2.9023438,3.0,3.0,3.1386719,3.0,3.5,3.5039062,3.5,2.5,3.0957031,3.0
0.5,0.57373047,0.5,0.5,0.45898438,0.5,0.0,0.44702148,0.5,2.0,0.7416992,0.5,2.0,0.79345703,1.0,2.0,0.7158203,0.5,0.0,0.5292969,0.5,0.0,0.7260742,0.5,0.0,0.3713379,0.5,0.5,0.49731445,0.5
3.5,3.1191406,3.0,4.0,3.2421875,3.0,3.5,3.3496094,3.5,3.0,2.9023438,3.0,2.0,2.9628906,3.0,2.0,2.9472656,3.0,3.0,2.8671875,3.0,3.0,3.0,3.0,3.0,3.1582031,3.0,3.0,2.9042969,3.0
4.0,4.484375,4.5,4.0,4.5,4.5,4.0,4.9921875,5.0,4.0,4.4648438,4.5,4.0,4.6328125,4.5,4.0,4.6640625,4.5,4.0,4.0390625,4.0,4.5,4.3632812,4.5,3.5,4.0625,4.0,3.5,4.078125,4.0
3.0,3.0527344,3.0,3.0,3.0507812,3.0,3.0,3.4453125,3.5,2.0,2.5585938,2.5,3.0,2.7578125,3.0,3.0,2.8105469,3.0,2.0,2.6992188,2.5,2.0,2.8203125,3.0,3.5,3.3125,3.5,2.5,2.9726562,3.0
4.0,2.9511719,3.0,3.0,2.96875,3.0,3.0,3.3769531,3.5,2.0,2.5292969,2.5,2.0,2.7148438,2.5,2.0,2.7675781,3.0,2.0,2.6230469,2.5,2.5,2.7597656,3.0,3.5,3.265625,3.5,2.5,2.8496094,3.0
4.0,4.2773438,4.5,3.5,4.2421875,4.0,4.5,4.6289062,4.5,4.0,4.1015625,4.0,4.0,4.2890625,4.5,4.0,4.3125,4.5,3.0,3.8046875,4.0,3.5,4.1328125,4.0,4.0,4.0390625,4.0,4.0,3.9238281,4.0
4.0,4.5625,4.5,4.0,4.5507812,4.5,4.0,5.1328125,5.0,4.0,4.625,4.5,5.0,4.8242188,5.0,5.0,4.8632812,5.0,4.0,4.1992188,4.0,4.5,4.53125,4.5,4.5,4.2265625,4.0,3.5,4.2617188,4.5
3.5,3.53125,3.5,3.5,3.6152344,3.5,4.0,4.0976562,4.0,3.0,3.359375,3.5,3.0,3.4960938,3.5,3.0,3.5,3.5,3.0,3.1835938,3.0,2.0,3.5078125,3.5,3.5,3.7832031,4.0,3.0,3.3828125,3.5
3.0,3.4765625,3.5,3.0,3.3964844,3.5,4.0,3.9277344,4.0,3.0,2.9296875,3.0,3.0,3.0097656,3.0,3.0,3.0566406,3.0,3.0,2.9199219,3.0,3.0,3.1367188,3.0,3.5,3.75,4.0,3.0,3.2597656,3.5
3.0,3.4628906,3.5,3.0,3.5957031,3.5,3.0,3.8652344,4.0,3.0,3.3984375,3.5,3.0,3.5019531,3.5,3.0,3.453125,3.5,3.0,3.2324219,3.0,3.0,3.515625,3.5,3.5,3.6171875,3.5,3.0,3.359375,3.5
4.0,3.4863281,3.5,3.5,3.4785156,3.5,3.0,3.8808594,4.0,4.0,3.2285156,3.0,3.0,3.2832031,3.5,3.0,3.2890625,3.5,3.0,3.1308594,3.0,4.0,3.4394531,3.5,3.0,3.6542969,3.5,3.0,3.265625,3.5
3.5,4.328125,4.5,4.0,4.4765625,4.5,5.0,5.0703125,5.0,4.0,4.4140625,4.5,4.0,4.6015625,4.5,4.0,4.6679688,4.5,4.0,4.0585938,4.0,4.0,4.4804688,4.5,4.5,4.2265625,4.0,4.0,4.1601562,4.0
4.0,4.2773438,4.5,4.0,4.203125,4.0,4.0,4.8085938,5.0,3.0,4.1210938,4.0,4.0,4.3398438,4.5,4.0,4.3398438,4.5,3.0,3.7617188,4.0,3.0,4.125,4.0,4.5,4.21875,4.0,3.0,3.9355469,4.0
3.0,3.5898438,3.5,3.5,3.7402344,3.5,4.0,4.0742188,4.0,3.0,3.4335938,3.5,3.0,3.640625,3.5,3.0,3.6523438,3.5,3.0,3.21875,3.0,3.5,3.6914062,3.5,3.0,3.75,4.0,3.0,3.4882812,3.5
3.0,3.3144531,3.5,3.0,3.3808594,3.5,4.0,3.8300781,4.0,3.0,2.9550781,3.0,3.0,3.1621094,3.0,3.0,3.1855469,3.0,3.0,2.9472656,3.0,3.0,3.296875,3.5,3.0,3.4609375,3.5,3.0,3.1328125,3.0
3.5,3.9375,4.0,4.0,4.171875,4.0,3.5,4.6289062,4.5,4.0,3.9511719,4.0,4.0,4.1601562,4.0,4.0,4.1523438,4.0,4.0,3.6699219,3.5,4.0,4.2148438,4.0,4.0,3.9648438,4.0,3.0,3.7558594,4.0
4.0,4.3320312,4.5,5.0,4.5,4.5,5.0,5.0351562,5.0,4.0,4.4101562,4.5,4.0,4.625,4.5,4.0,4.7460938,4.5,4.0,4.0703125,4.0,4.0,4.59375,4.5,5.0,4.1757812,4.0,4.0,4.171875,4.0
4.0,3.2011719,3.0,3.0,3.2402344,3.0,4.0,3.6503906,3.5,3.0,2.8652344,3.0,3.0,3.0644531,3.0,3.0,3.1171875,3.0,3.0,2.9179688,3.0,3.0,3.1601562,3.0,2.5,3.3320312,3.5,3.0,3.0039062,3.0
3.0,3.0878906,3.0,3.0,3.2539062,3.5,3.0,3.5859375,3.5,2.0,3.03125,3.0,3.0,3.2324219,3.0,3.0,3.2792969,3.5,3.5,2.9121094,3.0,3.0,3.4589844,3.5,3.5,3.3164062,3.5,3.0,3.0175781,3.0
3.0,3.2089844,3.0,3.5,3.3125,3.5,4.0,3.6972656,3.5,2.0,2.8945312,3.0,3.0,2.9589844,3.0,3.0,3.0019531,3.0,3.0,2.8945312,3.0,3.5,3.2265625,3.0,2.5,3.3085938,3.5,3.0,2.9570312,3.0
3.5,4.2070312,4.0,4.0,4.2695312,4.5,4.0,4.7890625,5.0,4.0,4.1328125,4.0,4.0,4.359375,4.5,4.0,4.4140625,4.5,3.0,3.8359375,4.0,4.0,4.3007812,4.5,3.5,4.0390625,4.0,3.0,3.9121094,4.0
3.0,3.6914062,3.5,3.0,3.8535156,4.0,4.0,4.2929688,4.5,4.0,3.7109375,3.5,3.0,3.8984375,4.0,3.0,3.9394531,4.0,3.0,3.4199219,3.5,4.0,4.0,4.0,3.5,3.8515625,4.0,3.0,3.4941406,3.5
2.0,3.1679688,3.0,3.0,3.390625,3.5,4.0,3.8964844,4.0,3.0,3.2089844,3.0,3.0,3.4628906,3.5,3.0,3.4238281,3.5,3.0,3.0800781,3.0,3.0,3.4589844,3.5,3.0,3.4414062,3.5,2.0,3.0292969,3.0
3.0,3.2617188,3.5,3.5,3.390625,3.5,3.5,3.7929688,4.0,3.0,2.9648438,3.0,3.0,3.2441406,3.0,3.0,3.3007812,3.5,3.0,2.96875,3.0,3.0,3.3359375,3.5,3.0,3.5683594,3.5,3.0,3.1816406,3.0
4.0,4.0976562,4.0,4.0,4.1640625,4.0,4.0,4.6289062,4.5,3.0,4.0390625,4.0,4.0,4.328125,4.5,4.0,4.3476562,4.5,4.0,3.7480469,3.5,3.0,4.1914062,4.0,4.0,4.078125,4.0,4.0,3.8945312,4.0
3.5,4.3398438,4.5,4.0,4.4453125,4.5,4.0,4.96875,5.0,4.0,4.3671875,4.5,4.0,4.6171875,4.5,4.0,4.6796875,4.5,4.0,4.03125,4.0,4.0,4.484375,4.5,4.0,4.1484375,4.0,3.5,4.1171875,4.0
3.0,3.1914062,3.0,3.0,3.4453125,3.5,3.5,3.8691406,4.0,3.0,3.1035156,3.0,3.0,3.3339844,3.5,3.0,3.40625,3.5,3.0,3.0039062,3.0,3.0,3.4511719,3.5,3.5,3.5839844,3.5,3.0,3.25,3.0
2.5,3.09375,3.0,3.0,3.3066406,3.5,3.5,3.7578125,4.0,2.5,3.0722656,3.0,3.0,3.3320312,3.5,3.0,3.296875,3.5,3.0,2.9140625,3.0,3.0,3.3046875,3.5,3.0,3.4589844,3.5,3.0,3.1171875,3.0
5.0,4.5351562,4.5,4.5,4.5898438,4.5,5.0,5.1523438,5.0,5.0,4.71875,4.5,5.0,4.9257812,5.0,5.0,4.9882812,5.0,4.0,4.2460938,4.0,5.0,4.6367188,4.5,4.0,4.1210938,4.0,4.0,4.2578125,4.5
4.0,4.2539062,4.5,4.0,4.3671875,4.5,4.5,4.875,5.0,4.0,4.2539062,4.5,4.0,4.5117188,4.5,4.0,4.453125,4.5,3.0,3.9296875,4.0,4.0,4.2382812,4.0,4.0,4.0273438,4.0,3.0,3.953125,4.0
4.0,4.2226562,4.0,4.0,4.4414062,4.5,5.0,4.921875,5.0,4.5,4.5976562,4.5,4.0,4.828125,5.0,4.0,4.84375,5.0,4.0,4.125,4.0,4.0,4.5585938,4.5,3.5,3.9765625,4.0,4.0,4.109375,4.0
4.0,4.1445312,4.0,3.5,4.1992188,4.0,3.5,4.6054688,4.5,3.0,3.8808594,4.0,3.5,4.0195312,4.0,3.5,4.09375,4.0,4.0,3.6894531,3.5,4.0,4.0703125,4.0,4.5,4.0234375,4.0,3.0,3.7949219,4.0
4.0,3.3242188,3.5,3.0,3.4316406,3.5,4.0,3.7597656,4.0,3.0,3.0449219,3.0,3.0,3.1445312,3.0,3.0,3.2285156,3.0,3.0,2.9707031,3.0,3.0,3.1582031,3.0,4.0,3.4472656,3.5,3.0,3.0957031,3.0
3.0,3.9570312,4.0,4.0,4.1523438,4.0,4.5,4.734375,4.5,3.0,4.0859375,4.0,4.0,4.4179688,4.5,4.0,4.3867188,4.5,3.0,3.7675781,4.0,4.0,4.3125,4.5,4.0,4.0234375,4.0,3.5,3.8496094,4.0
3.5,3.9648438,4.0,4.0,3.9609375,4.0,3.5,4.4609375,4.5,4.0,3.8457031,4.0,4.0,4.0039062,4.0,4.0,3.9628906,4.0,3.0,3.515625,3.5,4.0,4.0234375,4.0,4.0,3.9335938,4.0,3.0,3.6386719,3.5
4.0,3.9609375,4.0,4.0,4.1054688,4.0,4.0,4.5585938,4.5,4.0,3.953125,4.0,3.0,4.1953125,4.0,3.0,4.1289062,4.0,4.0,3.703125,3.5,4.0,4.0429688,4.0,3.5,3.9140625,4.0,3.0,3.7441406,3.5
3.5,4.3046875,4.5,4.0,4.3867188,4.5,4.0,4.8476562,5.0,4.0,4.2734375,4.5,4.0,4.5,4.5,4.0,4.515625,4.5,3.5,3.8710938,4.0,4.0,4.3632812,4.5,3.5,4.1445312,4.0,3.0,3.9804688,4.0
3.5,4.2773438,4.5,3.0,4.3320312,4.5,4.5,4.8984375,5.0,4.0,4.3320312,4.5,4.0,4.5351562,4.5,4.0,4.6132812,4.5,4.0,3.9472656,4.0,4.0,4.3046875,4.5,4.0,4.0742188,4.0,3.5,3.9882812,4.0
4.0,4.2148438,4.0,4.0,4.2460938,4.0,5.0,4.7578125,5.0,3.0,4.1757812,4.0,4.0,4.3828125,4.5,4.0,4.4453125,4.5,3.0,3.8300781,4.0,4.0,4.2460938,4.0,4.0,4.0117188,4.0,3.0,3.890625,4.0
2.5,2.7402344,2.5,3.0,2.7324219,2.5,3.5,3.2597656,3.5,2.0,2.2207031,2.0,2.0,2.3847656,2.5,2.0,2.4511719,2.5,3.0,2.3730469,2.5,2.0,2.5019531,2.5,3.0,3.1074219,3.0,3.0,2.7089844,2.5
4.0,4.4257812,4.5,4.0,4.4882812,4.5,4.0,5.0,5.0,5.0,4.578125,4.5,4.0,4.7070312,4.5,4.0,4.7695312,5.0,4.0,4.09375,4.0,4.5,4.578125,4.5,4.5,4.1132812,4.0,4.0,4.140625,4.0
3.0,2.9707031,3.0,3.0,3.1875,3.0,4.0,3.7207031,3.5,2.0,2.7050781,2.5,3.0,3.1230469,3.0,3.0,3.0761719,3.0,3.0,2.8730469,3.0,3.0,3.1269531,3.0,3.5,3.4042969,3.5,3.0,3.1367188,3.0
4.0,4.0273438,4.0,4.0,4.1367188,4.0,4.5,4.8125,5.0,4.0,3.9960938,4.0,3.5,4.109375,4.0,3.5,4.078125,4.0,3.5,3.71875,3.5,4.0,4.0390625,4.0,5.0,4.1054688,4.0,3.5,3.8789062,4.0
4.0,4.3789062,4.5,4.0,4.46875,4.5,4.0,5.0625,5.0,4.0,4.390625,4.5,4.0,4.6679688,4.5,4.0,4.6132812,4.5,4.0,4.0507812,4.0,4.0,4.4335938,4.5,4.0,4.1640625,4.0,4.0,4.1953125,4.0
3.0,3.0859375,3.0,3.0,3.2167969,3.0,3.5,3.546875,3.5,3.0,2.8125,3.0,3.0,3.1679688,3.0,3.0,3.1699219,3.0,3.0,2.8144531,3.0,3.0,3.2285156,3.0,3.0,3.4042969,3.5,3.0,3.0351562,3.0
3.0,2.9492188,3.0,2.5,3.1035156,3.0,3.0,3.4921875,3.5,3.0,2.7070312,2.5,3.0,2.9160156,3.0,3.0,2.9863281,3.0,2.0,2.7402344,2.5,3.0,3.0078125,3.0,3.5,3.3847656,3.5,3.0,2.953125,3.0
3.0,3.3476562,3.5,3.0,3.5410156,3.5,3.5,3.9628906,4.0,3.0,3.2265625,3.0,3.0,3.484375,3.5,3.0,3.5,3.5,3.0,3.2089844,3.0,3.0,3.4511719,3.5,3.5,3.6601562,3.5,3.0,3.2714844,3.5
3.0,3.421875,3.5,3.0,3.6230469,3.5,4.5,4.046875,4.0,3.0,3.3242188,3.5,3.0,3.6230469,3.5,3.0,3.6328125,3.5,3.0,3.2050781,3.0,3.0,3.4960938,3.5,5.0,3.6640625,3.5,3.0,3.3066406,3.5
3.0,4.0820312,4.0,4.0,4.25,4.0,4.5,4.78125,5.0,3.5,4.0898438,4.0,4.0,4.4648438,4.5,4.0,4.4960938,4.5,3.0,3.8554688,4.0,4.0,4.2539062,4.5,3.0,4.0234375,4.0,4.0,3.9785156,4.0
3.0,3.4160156,3.5,3.0,3.4140625,3.5,3.5,3.9277344,4.0,2.0,3.0039062,3.0,3.0,3.3066406,3.5,3.0,3.3574219,3.5,2.5,2.9921875,3.0,3.0,3.4101562,3.5,3.5,3.6484375,3.5,3.0,3.234375,3.0
2.0,2.2597656,2.5,2.0,2.484375,2.5,3.0,2.765625,3.0,3.0,2.234375,2.0,2.0,2.5136719,2.5,2.0,2.53125,2.5,2.0,2.2675781,2.5,2.0,2.5273438,2.5,2.5,2.6210938,2.5,2.0,2.4296875,2.5
3.5,3.8691406,4.0,4.0,3.9726562,4.0,4.0,4.3164062,4.5,3.0,3.7246094,3.5,3.0,3.9667969,4.0,3.0,3.9960938,4.0,3.0,3.53125,3.5,3.0,3.9765625,4.0,4.0,3.7949219,4.0,3.0,3.6035156,3.5
3.5,3.7675781,4.0,3.5,3.7675781,4.0,4.0,4.3320312,4.5,3.0,3.4804688,3.5,4.0,3.671875,3.5,4.0,3.7324219,3.5,3.0,3.3066406,3.5,3.0,3.6640625,3.5,3.5,3.8007812,4.0,3.0,3.484375,3.5
4.0,4.2890625,4.5,4.0,4.5039062,4.5,4.0,4.9023438,5.0,4.0,4.328125,4.5,4.0,4.65625,4.5,4.0,4.7070312,4.5,4.0,4.0273438,4.0,4.5,4.453125,4.5,3.5,4.078125,4.0,4.0,4.1132812,4.0
3.0,3.9394531,4.0,4.0,4.0703125,4.0,3.0,4.6367188,4.5,3.0,3.859375,4.0,4.0,4.1796875,4.0,4.0,4.2304688,4.0,3.0,3.6289062,3.5,4.0,4.0976562,4.0,3.5,4.0390625,4.0,3.0,3.7734375,4.0
3.0,2.7265625,2.5,2.5,2.7949219,3.0,3.0,3.3652344,3.5,2.0,2.2636719,2.5,2.0,2.515625,2.5,2.0,2.5449219,2.5,2.5,2.4589844,2.5,2.5,2.6445312,2.5,3.0,3.1386719,3.0,3.0,2.7832031,3.0
